RazaoSocial;Municipio;UF;DescNaturezaJuridica;DataAbertura;IdadeEmp;PorteEmpresa;DS_ITCP_TP_MATERIAL_SERVICO;ANO_EMPENHO;VL_EMPENHADO
A FERRAGISTA COMERCIO DE MAQUINAS E FERRAMENTAS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);14/03/2018;3;NÃO INFORMADO;Material;2020;4154.88
A H DA S MORAES;SÃO JOSÉ DO RIO PRETO;SP;Empresário (Individual);20/03/1998;23;EMPRESA DE PEQUENO PORTE;Material;2018;135987.30
A H DA S MORAES;SÃO JOSÉ DO RIO PRETO;SP;Empresário (Individual);20/03/1998;23;EMPRESA DE PEQUENO PORTE;Material;2019;142455.04
A R SCHUSTER PAPEIS;CASCAVEL;PR;Empresário (Individual);31/08/2000;21;EMPRESA DE PEQUENO PORTE;Material;2018;8196.60
A S B NUNES SERVICOS DE TELECOMUNICACOES EIRELI;BELÉM;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/04/2014;7;NÃO INFORMADO;Serviço;2018;15600.00
A V SUPRIMENTOS EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);06/10/2017;4;NÃO INFORMADO;Material;2020;6224.08
A. A. RIBEIRO DE ASSIS - INFORMATICA;MARINGÁ;PR;Empresário (Individual);05/12/2017;4;NÃO INFORMADO;Material;2018;2153.16
A. DE CASTRO SILVA INFORMATICA;TIANGUÁ;CE;Empresário (Individual);31/08/2010;11;NÃO INFORMADO;Serviço;2019;1454.00
A. ILKIU & CIA LTDA;REDENÇÃO;PA;Sociedade Empresária Limitada;31/05/1994;27;EMPRESA DE PEQUENO PORTE;Material;2020;12992.23
A. P. FEDRIGO;BENTO GONÇALVES;RS;Empresário (Individual);08/03/2002;19;EMPRESA DE PEQUENO PORTE;Serviço;2019;1229.70
A. T. NEDEL & CIA LTDA;PELOTAS;RS;Sociedade Empresária Limitada;03/08/2011;10;EMPRESA DE PEQUENO PORTE;Material;2018;47489.14
A. T. NEDEL & CIA LTDA;PELOTAS;RS;Sociedade Empresária Limitada;03/08/2011;10;EMPRESA DE PEQUENO PORTE;Material;2019;79162.58
A.A.A. HELP FAX SOLUCAO EM IMPRESSOES LTDA.;LONDRINA;PR;Sociedade Empresária Limitada;30/01/2006;15;NÃO INFORMADO;Serviço;2018;260.00
A.J.D.F. PAPELARIA LTDA;BARBACENA;MG;Sociedade Empresária Limitada;07/04/2011;10;NÃO INFORMADO;Material;2018;877.80
A6 TECNOLOGIA COMERCIO E SERVICOS EIRELI;RIBEIRÃO PRETO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/10/1999;22;EMPRESA DE PEQUENO PORTE;Material;2020;1175205.44
AB TECH SOLUTIONS INFORMATICA LTDA;MONTES CLAROS;MG;Sociedade Empresária Limitada;11/02/2016;5;EMPRESA DE PEQUENO PORTE;Material;2019;5917.80
ABBA SERVICOS DE MANUTENCAO E COMERCIO EM GERAL EIRELI;NITERÓI;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/07/2019;2;NÃO INFORMADO;Serviço;2020;2640.00
ABBRA OFFICE MIX DISTRIBUIDORA, COMERCIO E SERVICOS EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/01/1990;31;NÃO INFORMADO;Material;2018;11065.40
AGRINESS SISTEMAS E TECNOLOGIAS DE INFORMACAO S/A;FLORIANÓPOLIS;SC;Sociedade Anônima Fechada;11/04/2001;20;DEMAIS;Serviço;2020;1980.00
AGROVET SUL SERVICOS E COMERCIO DE EQUIPAMENTOS EIRELI;VOLTA REDONDA;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/12/2006;15;DEMAIS;Material;2020;1678.20
AGUIAR & VILLA LTDA;LAGUNA;SC;Sociedade Empresária Limitada;26/11/2001;20;NÃO INFORMADO;Material;2019;1312.00
AHGORA SISTEMAS S/A;FLORIANÓPOLIS;SC;Sociedade Anônima Fechada;07/08/2006;15;DEMAIS;Serviço;2020;33989.19
AIDC TECNOLOGIA LTDA;ITAJUBÁ;MG;Sociedade Empresária Limitada;12/07/2005;16;DEMAIS;Material;2018;332857.27
AIDC TECNOLOGIA LTDA;ITAJUBÁ;MG;Sociedade Empresária Limitada;12/07/2005;16;DEMAIS;Material;2019;30347.64
AIKI INOVACAO E TECNOLOGIA LTDA;SÃO CRISTÓVÃO;SE;Sociedade Empresária Limitada;15/06/2016;5;NÃO INFORMADO;Material;2020;17250.00
AIKO INDUSTRIA E COMERCIO DE ELETRONICOS LTDA;MANAUS;AM;Sociedade Empresária Limitada;04/03/2010;11;DEMAIS;Material;2020;871998.63
AIMAR SERVICOS LTDA;RIO ACIMA;MG;Sociedade Empresária Limitada;28/05/2001;20;NÃO INFORMADO;Serviço;2020;380.00
AINOR SOFTWARE E GESTAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;31/10/2013;8;DEMAIS;Serviço;2020;533729.38
AIQ FERRAMENTAS E INSTRUMENTOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;17/06/2010;11;EMPRESA DE PEQUENO PORTE;Material;2018;174.98
AJB STORE E ASSISTENCIA TECNICA LTDA;SOROCABA;SP;Sociedade Empresária Limitada;14/11/2017;4;EMPRESA DE PEQUENO PORTE;Material;2019;3915.00
ALAMO SERVICO DE INFORMATICA LTDA;SALVADOR;BA;Sociedade Empresária Limitada;10/10/2006;15;EMPRESA DE PEQUENO PORTE;Serviço;2020;815994.54
ALBARELLO E CIA LTDA.;CORUMBÁ;MS;Sociedade Empresária Limitada;03/03/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2018;2168.82
ALBERIS JOSE DA SILVA;PARACAMBI;RJ;Empresário (Individual);14/03/2002;19;EMPRESA DE PEQUENO PORTE;Material;2018;10934.55
ALCIDES ALMEIDA SILVA CONSULTORIA;SÃO PAULO;SP;Empresário (Individual);05/04/2018;3;NÃO INFORMADO;Serviço;2019;23560.00
ALDI DISTRIBUIDORA DE PRODUTOS DE INFORMATICA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/06/2011;10;NÃO INFORMADO;Material;2020;92100.92
ALECSANDREY MENDONCA LUCAS;BAGÉ;RS;Empresário (Individual);29/08/2013;8;NÃO INFORMADO;Material;2018;18783.00
ALERTA SISTEMAS DE TECNOLOGIA E SOLUCOES EIRELI;SÃO JOSÉ;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/08/2016;5;DEMAIS;Material;2018;8606.50
ALEX MARCELO FERNANDES DA SILVA 70382011406;NATAL;RN;Empresário (Individual);13/08/2018;3;NÃO INFORMADO;Material;2018;3199.22
ALEXANDRE CELSO MARTINS LIMA;MANAUS;AM;Empresário (Individual);07/01/2014;7;NÃO INFORMADO;Serviço;2018;8956.00
ALEXANDRE FREIRE;SÃO PAULO;SP;Empresário (Individual);06/10/2020;1;NÃO INFORMADO;Material;2020;348.00
ALEXANDRE GUSMAO DE SOUZA 03341939741;BELFORD ROXO;RJ;Empresário (Individual);17/09/2010;11;NÃO INFORMADO;Serviço;2019;13440.00
ALEXANDRE MAIA DAMASCENO DOS SANTOS;CURITIBA;PR;Empresário (Individual);09/05/2014;7;NÃO INFORMADO;Material;2018;2303.28
ALEXANDRE SMANIOTTO LANDIM 86983644115;BRASÍLIA;DF;Empresário (Individual);10/08/2015;6;NÃO INFORMADO;Material;2018;4580.00
ALEXANDRE VENSO BONFIM;SINOP;MT;Empresário (Individual);20/11/2014;7;NÃO INFORMADO;Material;2019;2048.48
ALFA 8 SOLUCOES EM TECNOLOGIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;29/08/2008;13;NÃO INFORMADO;Material;2018;584753.42
ALFA BRAZIL COMERCIO E DISTRIBUICAO DE ARTIGOS PARA HABITACAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;27/01/2020;1;NÃO INFORMADO;Material;2020;1799.25
ALFA LOCACAO DE EQUIPAMENTOS LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;11/02/2009;12;NÃO INFORMADO;Serviço;2019;44020.00
ALFA SEG SEGURANCA PATRIMONIAL LTDA;NITERÓI;RJ;Sociedade Empresária Limitada;17/06/2013;8;NÃO INFORMADO;Material;2018;4000.00
ALFA TELECOM COMERCIO E SERVICO DE TECNOLOGIA EM REDE LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;23/10/2018;3;EMPRESA DE PEQUENO PORTE;Material;2020;87727.99
ALFAMAR INDUSTRIA IMPORTACAO COMERCIO E SERVICOS DE INFORMATICA EIRELI;UBERLÂNDIA;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/04/2018;3;EMPRESA DE PEQUENO PORTE;Material;2018;580.35
ALFEU NUNES;MIRACEMA;RJ;Empresário (Individual);25/04/2013;8;NÃO INFORMADO;Material;2020;289.97
ALGAR CELULAR S/A;UBERLÂNDIA;MG;Sociedade Anônima Fechada;26/08/2003;18;DEMAIS;Serviço;2018;970.82
ALGAR TI CONSULTORIA S/A;BRASÍLIA;DF;Sociedade Anônima Fechada;25/11/2009;12;DEMAIS;Serviço;2020;13951132.57
ALGAR TI CONSULTORIA S/A;SÃO PAULO;SP;Sociedade Anônima Fechada;13/05/2015;6;DEMAIS;Serviço;2018;866918.70
ALGAR TI CONSULTORIA S/A;SÃO PAULO;SP;Sociedade Anônima Fechada;13/05/2015;6;DEMAIS;Serviço;2019;927650.60
ALI SUPRI INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;15/06/2020;1;NÃO INFORMADO;Material;2020;1885.00
ALIA COMERCIO E SERVICOS DE SINALIZACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;01/08/2016;5;NÃO INFORMADO;Material;2020;36916.00
ALINE DOS SANTOS CARVALHO SOUZA 13007120748;RIO DE JANEIRO;RJ;Empresário (Individual);27/05/2019;2;NÃO INFORMADO;Material;2019;7294.00
ALINE LUANA MENDES MAGALHAES BARROSO 01620796210;BENJAMIN CONSTANT;AM;Empresário (Individual);13/02/2019;2;NÃO INFORMADO;Serviço;2019;20000.00
ALL NORTE MATERIAIS DE CONSTRUCAO EIRELI;PALMAS;TO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);25/08/2014;7;NÃO INFORMADO;Material;2019;255.01
ALL STOCK COMERCIO DE PRODUTOS NACIONAIS E INDUSTRIALIZACAO POR CONTA DE TERCEIROS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;29/09/2014;7;EMPRESA DE PEQUENO PORTE;Material;2018;3253.25
ALLAN VYCTOR JARDIM DE OLIVEIRA;PALMAS;TO;Empresário (Individual);11/04/2014;7;NÃO INFORMADO;Material;2020;5058.90
ALLEN RIO SERV. E COM. DE PROD. DE INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;22/06/1995;26;DEMAIS;Serviço;2018;3197556.19
ALLEN RIO SERV. E COM. DE PROD. DE INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;22/06/1995;26;DEMAIS;Serviço;2019;983387.14
ABBRA OFFICE MIX DISTRIBUIDORA, COMERCIO E SERVICOS EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/01/1990;31;NÃO INFORMADO;Material;2019;4717.00
ABCOSTING PRODUTOS E SERVICOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;20/07/1994;27;EMPRESA DE PEQUENO PORTE;Serviço;2019;17600.00
ABEL CONTABILIDADE SOCIEDADE SIMPLES LTDA;SÃO GABRIEL;RS;Sociedade Simples Limitada;05/03/2015;6;NÃO INFORMADO;Serviço;2020;6494.00
ABENPAR COMERCIO DE PRODUTOS DE TELECOMUNICACOES E INFORMATICA LTDA;CURITIBA;PR;Sociedade Empresária Limitada;15/03/1995;26;EMPRESA DE PEQUENO PORTE;Material;2020;41132.00
ABNER CORREA DIAS 10188462635;SETE LAGOAS;MG;Empresário (Individual);03/09/2016;5;NÃO INFORMADO;Serviço;2020;4822.90
ABR INFORMATICA PECAS E SERVICOS EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/03/2017;4;NÃO INFORMADO;Serviço;2019;2573.00
AC DIGITAL SERVICOS DE CERTIFICACAO DIGITAL LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;09/06/1994;27;DEMAIS;Serviço;2018;860.00
AC DIGITAL SERVICOS DE CERTIFICACAO DIGITAL LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;09/06/1994;27;DEMAIS;Serviço;2019;3690.00
ACAS - PROVIMENTO COMERCIAL LTDA;EUSÉBIO;CE;Sociedade Empresária Limitada;26/06/2017;4;NÃO INFORMADO;Material;2018;2500.00
ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;ILHÉUS;BA;Sociedade Empresária Limitada;13/12/2004;17;DEMAIS;Material;2018;13758656.00
ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;ILHÉUS;BA;Sociedade Empresária Limitada;13/12/2004;17;DEMAIS;Material;2019;6628187.77
ACECO TI LTDA.;BRASÍLIA;DF;Sociedade Empresária Limitada;13/10/1993;28;DEMAIS;Material;2018;2298900.00
ACECOM COMERCIO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA LTDA;ALEGRETE;RS;Sociedade Empresária Limitada;27/07/2004;17;NÃO INFORMADO;Material;2020;231654.00
ACECOM COMERCIO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA LTDA;ALEGRETE;RS;Sociedade Empresária Limitada;27/07/2004;17;NÃO INFORMADO;Serviço;2020;161437.14
ACEDATA COM E ASSISTENCIA DE EQUIP PARA ESCRITORIO LTDA;CAXIAS DO SUL;RS;Sociedade Empresária Limitada;10/09/1991;30;EMPRESA DE PEQUENO PORTE;Material;2018;16004.40
ACEDATA COM E ASSISTENCIA DE EQUIP PARA ESCRITORIO LTDA;CAXIAS DO SUL;RS;Sociedade Empresária Limitada;10/09/1991;30;EMPRESA DE PEQUENO PORTE;Material;2019;10725.67
ACESSO COMERCIO E SERVICO DE INFORMATICA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/10/2008;13;NÃO INFORMADO;Material;2019;3611.10
ACESSO E PONTO TELECOMUNICACOES LTDA ME;CONTAGEM;MG;Sociedade Empresária Limitada;02/06/2008;13;NÃO INFORMADO;Material;2020;1600.00
ACGE CONSULTORIA EM GESTAO EMPRESARIAL LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;01/04/2004;17;EMPRESA DE PEQUENO PORTE;Material;2019;836.00
ACKTECH - INFORMATICA E CONSULTORIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;27/04/2007;14;NÃO INFORMADO;Serviço;2020;93020.00
ACOMPANY COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;PIRAQUARA;PR;Sociedade Empresária Limitada;07/08/2000;21;NÃO INFORMADO;Material;2020;105898.10
ACW MATERIAIS HOSPITALARES EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);16/03/2015;6;EMPRESA DE PEQUENO PORTE;Material;2019;2085.00
ADAO DA SILVA NORTE-TEL TELECOMUNICACOES EIRELI;PIMENTA BUENO;RO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/02/1993;28;EMPRESA DE PEQUENO PORTE;Serviço;2018;880.00
ADAO DA SILVA NORTE-TEL TELECOMUNICACOES EIRELI;PIMENTA BUENO;RO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/02/1993;28;EMPRESA DE PEQUENO PORTE;Serviço;2019;0.00
ADASTEL - ADAMANTINA SERVICOS DE TELECOMUNICACOES LIMITADA;ADAMANTINA;SP;Sociedade Empresária Limitada;05/10/2007;14;NÃO INFORMADO;Serviço;2019;1068.00
ADAUTO ALVES DA COSTA - PRESENTES;GUAÍRA;PR;Empresário (Individual);19/01/2006;15;NÃO INFORMADO;Material;2018;199.90
ADD - AGENCIA DIGITAL LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;16/11/2005;16;NÃO INFORMADO;Serviço;2020;9600.00
ADI CONSULTORIA E ASSESSORIA EM LICITACOES LTDA;AQUIRAZ;CE;Sociedade Empresária Limitada;31/10/2016;5;NÃO INFORMADO;Serviço;2019;36000.00
ADRIANO FERREIRA MOURA 11174783605;DIVINÓPOLIS;MG;Empresário (Individual);17/06/2020;1;NÃO INFORMADO;Material;2020;138.00
ADT MATERIAIS PARA CONSTRUCAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;30/08/2004;17;NÃO INFORMADO;Material;2020;98.00
ADVANTECH BRASIL LTDA;ITAJUBÁ;MG;Sociedade Empresária Limitada;20/10/2004;17;DEMAIS;Material;2019;17206.09
ADVEN COMERCIO, LOCACAO E SERVICOS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;24/07/2003;18;DEMAIS;Material;2018;10260.00
ADYL NET ACESSO A INTERNET LTDA;NOVA PRATA;RS;Sociedade Empresária Limitada;30/12/2003;18;DEMAIS;Serviço;2018;798.30
AEROJR CONSULTORIA E CAPACITACAO;BELO HORIZONTE;MG;Associação Privada;25/10/2016;5;DEMAIS;Serviço;2018;1573.78
AF BRASIL TECNOLOGIA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/07/2016;5;NÃO INFORMADO;Material;2019;5629.53
AF BRASIL TECNOLOGIA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/07/2016;5;NÃO INFORMADO;Serviço;2018;9510.00
AFINKO COMERCIO, LOCACAO E SUPORTE TECNICO DE EQUIPAMENTOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;24/09/1997;24;EMPRESA DE PEQUENO PORTE;Serviço;2018;7500.00
AFINKO COMERCIO, LOCACAO E SUPORTE TECNICO DE EQUIPAMENTOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;24/09/1997;24;EMPRESA DE PEQUENO PORTE;Serviço;2019;12000.00
AGASERV COMERCIO E ASSISTENCIA TECNICA EIRELI;CRICIÚMA;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);18/11/1983;38;NÃO INFORMADO;Material;2019;0.00
AGEM TECNOLOGIA DISTRIBUIDORA LTDA;VILA VELHA;ES;Sociedade Empresária Limitada;13/08/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2018;73299.96
AGEM TECNOLOGIA DISTRIBUIDORA LTDA;VILA VELHA;ES;Sociedade Empresária Limitada;13/08/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2019;18990.00
AGENCIA BRASPUB & EMPREENDIMENTOS EIRELI;OURO PRETO;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);31/07/2014;7;NÃO INFORMADO;Material;2019;2470.00
AGILENT TECHNOLOGIES BRASIL LTDA;BARUERI;SP;Sociedade Empresária Limitada;15/07/1999;22;DEMAIS;Serviço;2019;38917.56
AGIS EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA.;SERRA;ES;Sociedade Empresária Limitada;01/11/2018;3;DEMAIS;Material;2019;10663.48
AGM COMERCIO E SERVICOS TECNICOS EIRELI;LIMOEIRO DO NORTE;CE;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);06/12/1996;25;NÃO INFORMADO;Material;2019;14222.70
AGMR COMERCIO E SERVICOS LTDA;ARAXÁ;MG;Sociedade Empresária Limitada;30/03/2010;11;EMPRESA DE PEQUENO PORTE;Serviço;2020;19982.00
AIARA AMANDA CARVALHO SERWADDA;CARAPICUÍBA;SP;Empresário (Individual);25/02/2016;5;EMPRESA DE PEQUENO PORTE;Material;2019;6050.40
AIRWAY COMERCIO IMPORTACAO & EXPORTACAO LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;17/09/1992;29;EMPRESA DE PEQUENO PORTE;Serviço;2020;13800.00
AJL INDUSTRIA E COMERCIO LTDA;MANAUS;AM;Sociedade Empresária Limitada;19/07/1996;25;DEMAIS;Material;2018;22902.00
AKIYAMA S.A. - INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS E SISTEMAS;PATO BRANCO;PR;Sociedade Anônima Fechada;17/04/2015;6;DEMAIS;Material;2020;2202330.40
ALAN SOARES CAVALHEIRO 01039818021;IJUÍ;RS;Empresário (Individual);10/07/2017;4;NÃO INFORMADO;Material;2019;2957.99
ALBATECNOLOGIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;21/10/2009;12;NÃO INFORMADO;Material;2018;4835.77
ALBATECNOLOGIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;21/10/2009;12;NÃO INFORMADO;Material;2019;947.40
ALCIDES ALMEIDA SILVA CONSULTORIA;SÃO PAULO;SP;Empresário (Individual);05/04/2018;3;NÃO INFORMADO;Material;2018;2750.16
ALCTEL TELECOMUNICACOES E INFORMATICA LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;23/08/1996;25;DEMAIS;Serviço;2018;69000.00
ALCTEL TELECOMUNICACOES E INFORMATICA LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;23/08/1996;25;DEMAIS;Serviço;2019;9000.00
ALEX LOPES DO NASCIMENTO;MANAUS;AM;Empresário (Individual);24/01/2018;3;NÃO INFORMADO;Material;2018;2959.86
ALEXANDRE RODRIGUES BARROSO VIDAL;BRASÍLIA;DF;Empresário (Individual);03/02/2015;6;NÃO INFORMADO;Serviço;2018;8457.00
ALEXANDRE RODRIGUES BARROSO VIDAL;BRASÍLIA;DF;Empresário (Individual);03/02/2015;6;NÃO INFORMADO;Serviço;2019;825.00
ALFA TELECOM COMERCIO E SERVICO DE TECNOLOGIA EM REDE LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;23/10/2018;3;EMPRESA DE PEQUENO PORTE;Serviço;2020;627043.85
ALFATEK INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;02/03/1993;28;EMPRESA DE PEQUENO PORTE;Serviço;2019;175140.04
ALHO & NASCIMENTO LTDA;SANTARÉM;PA;Sociedade Empresária Limitada;23/04/1992;29;NÃO INFORMADO;Serviço;2018;827.40
ALIANCA SOLUCOES E SERVICOS EIRELI;SÃO JOÃO D'ALIANÇA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);31/10/1983;38;NÃO INFORMADO;Material;2020;30.00
ALL SAFETY ERGONOMICS COMERCIO DE ROUPAS,  ACESSORIOS E MOBILIARIOS DE SEGURANCA LTDA.;JACAREÍ;SP;Sociedade Empresária Limitada;21/06/2007;14;EMPRESA DE PEQUENO PORTE;Material;2020;0.00
ALL SOLUTIONS AUTOMACAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;24/03/2016;5;EMPRESA DE PEQUENO PORTE;Material;2019;31202.00
ALL SUPRIMENTOS COMERCIO E SERVICOS DE MATERIAIS DE ESCRITORIO E INFORMATICA EIRELI;PORTO ALEGRE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/04/2009;12;NÃO INFORMADO;Material;2019;395.80
ALLCOMNET TECNOLOGIA E SISTEMAS LTDA;GUARULHOS;SP;Sociedade Empresária Limitada;03/05/2001;20;EMPRESA DE PEQUENO PORTE;Serviço;2020;45366.00
ALLERBEST COMERCIO DE PRODUTOS PARA LABORATORIO LTDA;CURITIBA;PR;Sociedade Empresária Limitada;26/04/1989;32;EMPRESA DE PEQUENO PORTE;Material;2018;599.20
ALMAQ EQUIPAMENTOS PARA ESCRITORIO LIMITADA;PINHAIS;PR;Sociedade Empresária Limitada;10/02/1992;29;DEMAIS;Material;2019;3492.40
ALMEIDA PEREIRA SERVICOS DE TI E ALIMENTACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;08/01/2018;3;NÃO INFORMADO;Material;2019;13276.36
ALMIR GUERIERI;SÃO PAULO;SP;Empresário (Individual);07/05/2015;6;NÃO INFORMADO;Material;2020;8592.56
ALPHA POINT INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;30/10/2000;21;NÃO INFORMADO;Material;2019;53499.85
ALPHA POINT INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;30/10/2000;21;NÃO INFORMADO;Serviço;2018;18970.00
ALPHA SUPRIMENTOS DE INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;15/04/2009;12;NÃO INFORMADO;Material;2018;735.00
ALSAR TECNOLOGIA EM REDES LTDA.;BRASÍLIA;DF;Sociedade Empresária Limitada;14/11/2001;20;EMPRESA DE PEQUENO PORTE;Material;2020;1335000.00
ALT TRINDADE  LTDA;LENÇÓIS PAULISTA;SP;Sociedade Empresária Limitada;05/07/2018;3;NÃO INFORMADO;Material;2019;612378.79
ALTA REDE FIBER TELECOM LTDA;NOVA FRIBURGO;RJ;Sociedade Empresária Limitada;29/10/2002;19;DEMAIS;Serviço;2019;631.76
ALTANET SERVICOS DE TELECOMUNICACOES EIRELI;ALTAMIRA;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/08/2009;12;EMPRESA DE PEQUENO PORTE;Serviço;2020;1055.91
ALTERDATA TECNOLOGIA EM INFORMATICA LTDA;TERESÓPOLIS;RJ;Sociedade Empresária Limitada;02/08/1991;30;DEMAIS;Serviço;2018;38446.06
ALTERDATA TECNOLOGIA EM INFORMATICA LTDA;TERESÓPOLIS;RJ;Sociedade Empresária Limitada;02/08/1991;30;DEMAIS;Serviço;2019;28009.41
ALTIUS SERVICOS E PRODUTOS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;08/06/2015;6;NÃO INFORMADO;Material;2019;8753.44
ALTUS SISTEMAS DE AUTOMACAO S.A.;SÃO LEOPOLDO;RS;Sociedade Anônima Fechada;06/06/1989;32;DEMAIS;Material;2020;151.20
ALUCOM LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;16/01/1997;24;DEMAIS;Serviço;2020;9700.00
AMAZON INFORMATICA LTDA;BELÉM;PA;Sociedade Empresária Limitada;03/08/1995;26;DEMAIS;Serviço;2018;670906.71
AMAZON INFORMATICA LTDA;BELÉM;PA;Sociedade Empresária Limitada;03/08/1995;26;DEMAIS;Serviço;2019;1872281.11
AMAZONTEC - CONSULTORIA E ASSESSORIA EIRELI;MARABÁ;PA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/10/2005;16;NÃO INFORMADO;Serviço;2020;104007.00
AMC INFORMATICA LTDA;BARUERI;SP;Sociedade Empresária Limitada;12/03/1990;31;DEMAIS;Serviço;2020;959156.89
ALLGED SOLUCOES DE TI LTDA.;PORTO ALEGRE;RS;Sociedade Empresária Limitada;25/06/2015;6;EMPRESA DE PEQUENO PORTE;Serviço;2020;824966.92
ALLHARDWARE INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;06/10/2000;21;NÃO INFORMADO;Material;2018;101824.00
ALLHARDWARE INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;06/10/2000;21;NÃO INFORMADO;Material;2019;57927.00
ALLIANCA CONTABILIDADE E IMOBILIARIA LTDA;CÁCERES;MT;Sociedade Empresária Limitada;10/02/2011;10;NÃO INFORMADO;Serviço;2020;1325.00
